Department,Questions,Answers,url
PreTax Parking,What if my parking facility does not provide a receipt when I pay my parking fees?,"You can submit other proof of parking fee payment with your CalHR 681 - Account Claim Form. It must include the required information listed in the question above. This documentation can be any of the following:

Copy of money order
Copy of cashier's check
Copy of the front and back of a cancelled personal check
Copy of an invoice and the front of a personal check
Copy of the front of a personal check on which the parking facility has signed and dated as paid
Copy of credit card statement
Copy of bank statement
Proof of purchase of a debit card for parking meters
A copy of your paycheck statement showing the Program deduction is not proof of payment for reimbursement. If you still have questions about acceptable proof of parking payment, please contact ASI at (800) 659-3035.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Can I change my payroll deduction at any time?,Yes. You can increase or decrease the amount of your payroll deduction at any time by completing a CalHR 682 - Account Enrollment Form and submitting it to your departmental personnel office. The change to your payroll deduction will start with the current pay period if your form is received and processed by SCO's Miscellaneous Deduction Unit by the 10th of the month.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
PreTax Parking,Can I cancel my payroll deduction at any time?,Yes. You can cancel your parking payroll deduction at any time by completing a CalHR 682 - Account Enrollment Form and submitting it to your departmental personnel office. Your payroll deduction will be cancelled in the current pay period if your form is received a,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/third-party-pre-tax-parking-reimbursement-account-program/
Life,"I am new to the state, and I want to enroll into Life Insurance but not sure if I am eligible?"," Basic Life insurance is only available to excluded employees, which is based on your CBID codes, if you are not sure what your CBID is, please contact your department personnel office, who will be best to assist you. If you are eligible, please verify your pay warrant to verify under Employee contribution LIFE 00, as this benefit is employer paid. ",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,"I am new to the state, and I want to enroll into the Supplemental Life Insurance but not sure if I am eligible?","Life insurance is only available to excluded employees, which is based on your CBID codes, if you are not sure what your CBID is, please contact your department personnel office, who will be best to assist you.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,I am an eligible employee and wish to purchase more life insurance.,"If you have confirmed and you are eligible, you can contact MetLife at 1-800-252-8524 and/or visit www.metlife.com/soc for more information.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,I am eligible how do I know if I am enrolled into the state life insurance program and how do I know how much my benefit amount is.,"Please contact your department personnel office who can assist you with your questions. You can also visit www.metlife.com/soc for coverage amount. To confirm your enrollment, you can also verify your pay warrant and under employee contribution look for LIFE 00.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Life,"Help, my Spouse/Family member passed away, what do I need to do.","First, I am sorry for your loss, please contact your spouse or family member personnel department, if you do not have your spouse or family member agency contact, you can visit www.sco.ca.gov California personnel office directory and locate the public number. If your spouse or family member was an eligible employee, you can contact MetLife at 1-800-252-8524 and they will assist you as well as their personnel office.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/
Legal,"I am new to the state, and I want to enroll into Group Legal Insurance, but not sure if I am eligible?","Group legal is available to most state employees, if you are not sure if you are eligible to enroll, please contact your department personnel office, who will be best to assist you.",https://calhr.benefitsprograms.info/state-employee/insurance/group-legal-services/
Dental,Dental benefits,"You and your dependents may be eligible for state-sponsored dental insurance, available from one of several dental plans. Eligible employees may enroll in a dental plan within the first 60 days of employment. Eligible employees may also enroll or make changes to their dental plan during the annual Open Enrollment period.

Your collective bargaining designation determines which plans are available to you. The state pays all or part of your premium, depending on the plan you select and the number of dependents you wish to cover",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Dental,2023 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2023. For employees in CoBen, the state share and employee share does not apply. Therefore, the total dental premium will be deducted from the monthly CoBen allowance",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/2023-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums.pdf
Dental,2023 Dental Benefits Handbook for Active Employees,"The California Department of Human Resources (CalHR) prepared this dental benefits handbook to
provide general information regarding state-sponsored dental coverage for State of California
employees and their eligible dependents.
Information in this handbook is supplied solely to provide general information regarding eligibility and
enrollment and to assist you in comparing dental plan options. This handbook has no legal force or
effect; any discrepancy between the information contained herein and actual dental plan benefits is
controlled by the contracts between the state and the dental plan carriers.
CalHR
The CalHR Benefits Division administers the state’s dental program. CalHR secures and administers
contracts with dental carriers to provide benefits to active state employees, retirees and their
dependents. CalHR is also responsible for communicating policies and procedures regarding dental
eligibility and enrollment, coordinating dental Open Enrollment periods, and providing information,
guidance and training to departmental personnel offices on issues relating to the state’s dental
program.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/Final-2023-dental-handbook-active.pdf
Dental,2024 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2024. For employees in
CoBen, the state share and employee share do not apply and the total dental premium
will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums-2.pdf
Dental,2024 Dental Benefits Handbook for Active Employees,"The California Department of Human Resources (CalHR) prepared this dental benefits handbook to provide general information regarding state-sponsored dental coverage for State of California employees and their eligible dependents.
Information in this handbook is supplied solely to provide general information regarding eligibility and enrollment and to assist you in comparing dental plan options. This handbook has no legal force or effect; any discrepancy between the information contained herein and actual dental plan benefits is
controlled by the contracts between the state and the dental plan carriers.
CalHR 
The CalHR Benefits Division administers the state’s dental program. CalHR secures and administers contracts with dental carriers to provide benefits to active state employees, retirees, and their dependents. CalHR is also responsible for communicating policies and procedures regarding dental
eligibility and enrollment, coordinating dental Open Enrollment periods, and providing information, guidance, and training to departmental personnel offices on issues relating to the state’s dental program.
",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-Active-Handbook.pdf
Dental,Dental Plan Options,"There are three types of plans available:

Prepaid Plans
Indemnity Option
Preferred Provider Option",https://calhr.benefitsprograms.info/state-employee/general-benefits/dental/
Vision ,Vision Benefits,"Vision
If you’re a permanent state employee working half-time or more, you’re eligible for the state’s Vision Program. You may receive an eye examination, lenses, and a frame once every calendar year. The state offers two vision plans. The Basic Vision Plan will be provided at no cost to you or, you can upgrade to the Premier Vision Plan for a small monthly cost.

For more information or if you have changes to your current plans, please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/vision/
Vision ,2023 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2023. For employees in CoBen, the state share and employee share does not apply. Therefore, the total dental premium will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/01/2023-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums.pdf
Vision ,2024 Dental and Vision Plan Deduction Codes and Premiums,"The following tables show premiums effective January 1, 2024. For employees in CoBen, the state share and employee share do not apply and the total dental premium will be deducted from the monthly CoBen allowance.",https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/FINAL_2024-Dental-and-Vision-Plan-Deduction-Codes-and-Premiums-1.pdf
Vision ,2024 Vision Member Benefit Summary – Active Employees,The State of California and VSP provide you with an affordable vision plan. Stay with the Basic Plan or upgrade to the Premier Plan for enhanced benefits. Dependents must be enrolled in the same plan as the enrollee.,https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/Final_2024-Vision-Member-Benefit-Summary-Active-Employees.pdf
Vision ,2024 Vision Member Benefit Summary – COBRA,The State of California and VSP provide you with an affordable vision plan. Stay with the Basic Plan or upgrade to the Premier Plan for enhanced benefits. Dependents must be enrolled in the same plan as the enrollee.,https://calhr.benefitsprograms.info/wp-content/uploads/2023/08/Final_2024-Vision-Member-Benefit-Summary-COBRA.pdf
Cobra,Consolidated Omnibus Budget Reconciliation Act (COBRA),"The Consolidated Omnibus Budget Reconciliation Act (COBRA) gives workers and their families who lose their health benefits the right to choose to continue group health benefits provided by their group health plan for limited periods of time under certain circumstances such as voluntary or involuntary job loss, reduction in the hours worked, transition between jobs, death, divorce, and other life events. Qualified beneficiaries may be required to pay the entire premium for coverage up to 102 percent of the cost of the plan.

The COBRA statute requires employers to offer continuation of group coverage including health, dental, vision, and FlexElect Medical Reimbursement Accounts to covered employees, spouses, domestic partners*, and eligible dependent children who lose group coverage due to a qualifying event. These individuals are known as qualified beneficiaries. The terms and timeframes are set by the Department of Labor and the Internal Revenue Service.

As a state employee enrolled in state-sponsored benefits, you should be aware of your COBRA rights in the event that you lose coverage due to a qualifying event. You also have the responsibility to report certain life events to your departmental personnel office to ensure you and your qualified dependents maintain COBRA eligibility.

* The state considers a covered domestic partner as a qualified beneficiary who may continue group coverage under COBRA.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cobra/
cobra,Initial General COBRA Notice,"Your departmental personnel office will provide the initial general COBRA notice to individuals covered under state-sponsored plans describing your COBRA rights. Your departmental personnel office must provide this notice to covered individuals within the first 90 days of coverage. The notice contains the information that you need to know to protect your COBRA rights while you are covered under the plans. This includes the name of the plan, a general description of the COBRA coverage provided under the plan, departmental personnel office contact information, and an explanation of any notices you must give your departmental personnel office to protect your COBRA rights.

For more information on the program and eligibility, please contact your departmental personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cobra/
Cash Option,Cash Option – Non-CoBen,"If you have qualifying group health and/or dental insurance through a spouse, domestic partner, parent, or another source, you have the option to receive cash in lieu of your state-sponsored health and/or dental benefits. Qualifying group health coverage includes health coverage that provides minimum value as established by the federal Patient Protection Affordable Care Act (ACA) and is maintained by an employer or employee organization. All state CalPERS health plans currently meet the law’s minimum value standards.

The ACA establishes a minimum value standard of benefits of a health plan. For a qualifying group health plan to meet the ACA’s minimum value standards, the plan must cover at least 60 percent of the total allowed costs of benefits provided under the plan. Employees may refer to their plan’s Summary of Benefits and Coverage document to determine if their coverage meets the law’s minimum value standards.

Employees enrolled in individual coverage, such as TRICARE, Medicare, Medi-Cal, and Covered California, are not eligible to receive cash in lieu of other health coverage, even if the coverage provides minimum value.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
Cash Option,Benefits of the Cash Option,"Cash option benefits are provided under the FlexElect program. Depending on which cash option you enroll in, you’ll receive the following:

$128/month in lieu of health benefits;
$12/month in lieu of dental benefits; or
$140/month in lieu of health and dental benefits.
This money is treated as taxable income and is reported on your W-2 statement for the tax year when you receive payment. Cash option payments are not considered compensation for retirement purposes.

This plan applies to employees in Bargaining Units 1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 20, and 21. Excluded employees and employees in Bargaining Units 2, 7, 8, 16, 17, 18, and 19: You’re covered by Consolidated Benefits (CoBen) and your cash option is available through CoBen, not FlexElect. 

Contact your department’s personnel office for information and forms to enroll in a CoBen Cash Option.  

SEIU Local 1000 represented employees and excluded classes tied to SEIU are not eligible to participate in the FlexElect or CoBen Cash Options until July 1, 2022, due to receiving other negotiated benefits.

Please contact your department’s personnel office to learn more about eligibility.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-non-coben/
FlexElect,FlexElect Reimbursement Accounts,"The FlexElect Program allows state employees to set aside money in a reimbursement account to pay for certain kinds of expenses. Deductions occur before tax withholding, reducing your tax liability.

Medical Reimbursement Accounts – Set aside money for eligible medical expenses.
Dependent Care Reimbursement Accounts – Set aside money to to pay for childcare expenses and the care of qualifying adults who cannot care for themselves. ​
When you enroll in a reimbursement account, you designate an amount to be deducted each month from your wages. That money is automatically deposited in your account for one plan year. After incurring health-related or dependent care expenses during that year, you submit a claim for reimbursement from your account. Your reimbursement check is mailed to you, or you can request direct deposit into your checking or savings account.

Please read the 2022 FlexElect Handbook carefully before making a decision about enrolling in the program. This program offers several choices, and you will need to determine which options are right for you. Contact your department’s personnel office if you have any questions that are not answered on this page or in the plan handbook. You may also wish to seek the advice of a qualified tax consultant.",https://calhr.benefitsprograms.info/state-employee/general-benefits/flexelect-reimbursement-accounts/
FlexElect,Consolidated Benefits (CoBen),"Consolidated Benefits (CoBen) is a combined employer contribution towards your dental, vision, and health benefits. The benefit allowance is automatically established in the State Controller’s (SCO) payroll system. No enrollment form is required.

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/consolidated-benefits-coben/
